complaint_id,complaint_text,category,priority,department,location,date_submitted,status
990,Shortage of medicines in health center,Health,High,Health,Bangalore,2024-01-07,Resolved
991,Road full of potholes causing accidents,Roads,Medium,Roads,Mumbai,2024-08-20,Resolved
992,Pension not credited this month,Government Services,Medium,Government Services,Ranchi,2024-05-14,Pending
993,Ambulance service delayed during emergency,Health,Low,Health,Kolkata,2025-02-19,In Progress
994,No doctor available in government hospital,Health,Low,Health,Chennai,2025-03-09,Resolved
995,Fake job website asking money,IT Fraud,Medium,IT Fraud,Chennai,2024-09-27,Resolved
996,Low water pressure in the area,Water,Medium,Water,Chennai,2025-03-07,Resolved
997,Scholarship payment delayed,Education,Medium,Education,Chennai,2024-07-22,In Progress
998,Harassment reported in public place,Police/Safety,Low,Police/Safety,Ranchi,2024-09-05,Resolved
999,Electric pole wire hanging dangerously,Electricity,Low,Electricity,Ranchi,2025-02-10,In Progress
1000,Hospital hygiene very poor,Health,Medium,Health,Hyderabad,2024-03-31,In Progress
1001,Aadhaar update not processed,Government Services,High,Government Services,Delhi,2024-06-26,In Progress
1002,No drinking water in school campus,Education,High,Education,Bangalore,2025-04-16,Pending
1003,Ambulance service delayed during emergency,Health,Medium,Health,Bangalore,2024-05-04,In Progress
1004,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Bangalore,2024-12-19,In Progress
1005,No water supply for last two days,Water,High,Water,Kolkata,2024-02-13,In Progress
1006,Broken road near market area,Roads,Low,Roads,Bangalore,2025-03-16,Resolved
1007,Shortage of medicines in health center,Health,Low,Health,Patna,2024-05-01,Pending
1008,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Mumbai,2024-10-03,Pending
1009,Public hand pump not working,Water,Low,Water,Delhi,2024-04-19,Pending
1010,Road construction incomplete for months,Roads,Low,Roads,Bangalore,2025-02-21,Resolved
1011,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Hyderabad,2025-04-28,Pending
1012,Frequent power cuts in our area,Electricity,Low,Electricity,Patna,2025-06-12,In Progress
1013,Corruption complaint in local office,Government Services,Medium,Government Services,Kolkata,2025-07-28,Resolved
1014,Drain blockage causing foul smell,Sanitation,High,Sanitation,Kolkata,2025-07-06,Pending
1015,Overcrowding in buses,Transport,Medium,Transport,Chennai,2024-03-23,In Progress
1016,Hospital hygiene very poor,Health,Medium,Health,Hyderabad,2024-08-05,Pending
1017,Poor infrastructure in government school,Education,Low,Education,Chennai,2025-01-16,Pending
1018,Vaccination not available in local clinic,Health,Medium,Health,Hyderabad,2025-02-01,Pending
1019,Hospital hygiene very poor,Health,High,Health,Mumbai,2024-01-17,Pending
1020,Garbage not collected for several days,Sanitation,High,Sanitation,Hyderabad,2024-01-16,Resolved
1021,UPI payment fraud reported,IT Fraud,High,IT Fraud,Bangalore,2025-05-30,In Progress
1022,No water supply for last two days,Water,Medium,Water,Mumbai,2025-01-30,Pending
1023,No drinking water in school campus,Education,Medium,Education,Mumbai,2024-06-25,Resolved
1024,Dirty public toilets in market,Sanitation,High,Sanitation,Ranchi,2025-07-16,Resolved
1025,Pension not credited this month,Government Services,Low,Government Services,Ranchi,2024-01-05,Resolved
1026,No water supply for last two days,Water,Low,Water,Bangalore,2024-01-27,Pending
1027,Bus stop shelter damaged,Transport,High,Transport,Delhi,2024-10-02,In Progress
1028,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Ranchi,2024-05-22,Resolved
1029,Bus service not running on schedule,Transport,Low,Transport,Bangalore,2025-06-07,Pending
1030,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Hyderabad,2025-02-22,Resolved
1031,Aadhaar update not processed,Government Services,Medium,Government Services,Chennai,2024-03-19,Resolved
1032,Bus service not running on schedule,Transport,Medium,Transport,Bangalore,2024-10-20,In Progress
1033,Harassment reported in public place,Police/Safety,High,Police/Safety,Kolkata,2025-05-22,In Progress
1034,Ration card application pending,Government Services,High,Government Services,Bangalore,2025-02-18,Pending
1035,No water supply for last two days,Water,High,Water,Chennai,2025-03-20,Pending
1036,Fake job website asking money,IT Fraud,High,IT Fraud,Kolkata,2025-03-01,In Progress
1037,Road construction incomplete for months,Roads,High,Roads,Patna,2024-07-04,Resolved
1038,Frequent power cuts in our area,Electricity,High,Electricity,Bangalore,2024-02-14,In Progress
1039,Delay in issuing birth certificate,Government Services,Medium,Government Services,Ranchi,2025-03-22,Pending
1040,Social media account hacked,IT Fraud,Medium,IT Fraud,Hyderabad,2025-02-15,Resolved
1041,Bus stop shelter damaged,Transport,High,Transport,Mumbai,2025-08-07,Resolved
1042,Ration card application pending,Government Services,Medium,Government Services,Ranchi,2024-10-02,Pending
1043,Dirty water coming from taps,Water,High,Water,Chennai,2024-06-19,Pending
1044,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Hyderabad,2024-02-20,Pending
1045,Bank OTP fraud attempt,IT Fraud,Low,IT Fraud,Delhi,2024-02-28,In Progress
1046,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Kolkata,2025-06-01,In Progress
1047,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Patna,2024-12-20,Pending
1048,Overcrowding in buses,Transport,High,Transport,Chennai,2024-11-18,Resolved
1049,No doctor available in government hospital,Health,Medium,Health,Patna,2025-04-20,In Progress
1050,Garbage not collected for several days,Sanitation,High,Sanitation,Hyderabad,2024-03-02,Pending
1051,Public hand pump not working,Water,Low,Water,Delhi,2025-05-07,Resolved
1052,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Ranchi,2025-05-26,Pending
1053,Huge pothole near school entrance,Roads,Low,Roads,Delhi,2025-08-05,In Progress
1054,Ration card application pending,Government Services,Medium,Government Services,Bangalore,2024-04-10,In Progress
1055,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Ranchi,2025-03-23,Pending
1056,Voltage fluctuations damaging appliances,Electricity,Low,Electricity,Hyderabad,2025-05-01,In Progress
1057,Transformer failure in locality,Electricity,Medium,Electricity,Delhi,2024-07-24,In Progress
1058,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Mumbai,2025-07-20,In Progress
1059,Harassment reported in public place,Police/Safety,High,Police/Safety,Chennai,2024-11-25,Resolved
1060,Lack of books in school library,Education,Low,Education,Mumbai,2025-07-19,Pending
1061,Broken road near market area,Roads,High,Roads,Bangalore,2024-04-17,Pending
1062,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Chennai,2024-01-16,Pending
1063,Drain blockage causing foul smell,Sanitation,High,Sanitation,Hyderabad,2024-12-30,Pending
1064,Dirty public toilets in market,Sanitation,Medium,Sanitation,Hyderabad,2024-02-23,Pending
1065,Public hand pump not working,Water,Medium,Water,Patna,2024-11-25,Resolved
1066,Low water pressure in the area,Water,Low,Water,Hyderabad,2025-01-18,In Progress
1067,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Ranchi,2024-01-31,In Progress
1068,Vaccination not available in local clinic,Health,Medium,Health,Chennai,2024-11-21,Resolved
1069,Scholarship payment delayed,Education,High,Education,Patna,2024-09-21,Pending
1070,Transformer failure in locality,Electricity,Medium,Electricity,Patna,2024-04-26,In Progress
1071,No drinking water in school campus,Education,Low,Education,Mumbai,2025-02-19,Resolved
1072,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Mumbai,2025-05-08,Pending
1073,Street lights not working,Electricity,Low,Electricity,Mumbai,2024-10-09,Resolved
1074,Frequent power cuts in our area,Electricity,Medium,Electricity,Delhi,2024-02-23,Resolved
1075,Harassment reported in public place,Police/Safety,Low,Police/Safety,Chennai,2025-06-17,In Progress
1076,Poor infrastructure in government school,Education,High,Education,Chennai,2025-02-24,Pending
1077,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Mumbai,2024-12-04,Resolved
1078,Social media account hacked,IT Fraud,High,IT Fraud,Chennai,2025-06-20,In Progress
1079,UPI payment fraud reported,IT Fraud,Medium,IT Fraud,Patna,2024-04-14,Resolved
1080,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Delhi,2025-03-18,Pending
1081,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Chennai,2025-04-13,In Progress
1082,No water supply for last two days,Water,High,Water,Hyderabad,2024-07-18,Pending
1083,Transformer failure in locality,Electricity,Medium,Electricity,Bangalore,2025-04-08,Pending
1084,Public hand pump not working,Water,Low,Water,Chennai,2024-05-24,Resolved
1085,Garbage not collected for several days,Sanitation,Medium,Sanitation,Mumbai,2024-04-13,Pending
1086,Harassment reported in public place,Police/Safety,Low,Police/Safety,Chennai,2024-11-28,In Progress
1087,Voltage fluctuations damaging appliances,Electricity,Low,Electricity,Bangalore,2024-09-19,Resolved
1088,Open garbage dumping ground issue,Sanitation,Medium,Sanitation,Bangalore,2024-03-06,In Progress
1089,Bus stop shelter damaged,Transport,Medium,Transport,Patna,2025-08-17,In Progress
1090,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Delhi,2024-09-10,In Progress
1091,Frequent power cuts in our area,Electricity,Low,Electricity,Bangalore,2024-09-14,In Progress
1092,Water pipeline leakage near house,Water,Medium,Water,Chennai,2025-06-11,Pending
1093,Shortage of medicines in health center,Health,Medium,Health,Ranchi,2024-06-07,Pending
1094,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Ranchi,2025-07-12,Pending
1095,Corruption complaint in local office,Government Services,Low,Government Services,Ranchi,2025-02-10,In Progress
1096,Overcrowding in buses,Transport,Medium,Transport,Kolkata,2025-01-27,Pending
1097,Train ticket booking issue,Transport,Low,Transport,Patna,2024-03-13,Resolved
1098,Vaccination not available in local clinic,Health,Low,Health,Patna,2024-06-25,Pending
1099,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Mumbai,2024-07-01,In Progress
1100,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Kolkata,2024-11-12,Pending
1101,Ration card application pending,Government Services,Medium,Government Services,Hyderabad,2024-04-11,In Progress
1102,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Bangalore,2024-09-28,Resolved
1103,Lack of books in school library,Education,Low,Education,Ranchi,2024-02-19,In Progress
1104,Poor cleanliness in buses,Transport,High,Transport,Bangalore,2025-03-21,Pending
1105,Dirty public toilets in market,Sanitation,Low,Sanitation,Bangalore,2025-02-10,In Progress
1106,Huge pothole near school entrance,Roads,High,Roads,Patna,2025-04-17,In Progress
1107,Train ticket booking issue,Transport,High,Transport,Mumbai,2024-01-10,Resolved
1108,Overflowing dustbins in the area,Sanitation,High,Sanitation,Hyderabad,2024-09-19,Resolved
1109,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Hyderabad,2024-02-01,Pending
1110,Pension not credited this month,Government Services,Low,Government Services,Mumbai,2024-08-28,Pending
1111,Pension not credited this month,Government Services,High,Government Services,Chennai,2024-10-10,In Progress
1112,No doctor available in government hospital,Health,Medium,Health,Mumbai,2024-08-27,In Progress
1113,Overcrowding in buses,Transport,Medium,Transport,Kolkata,2024-06-12,In Progress
1114,Road full of potholes causing accidents,Roads,Medium,Roads,Bangalore,2024-10-24,Resolved
1115,Overflowing dustbins in the area,Sanitation,High,Sanitation,Bangalore,2024-12-09,In Progress
1116,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Patna,2024-12-21,Pending
1117,Overcrowding in buses,Transport,Low,Transport,Mumbai,2025-04-14,Pending
1118,Train ticket booking issue,Transport,Low,Transport,Delhi,2025-04-06,Pending
1119,Aadhaar update not processed,Government Services,Medium,Government Services,Delhi,2024-05-28,Pending
1120,Transformer failure in locality,Electricity,High,Electricity,Delhi,2025-05-16,Pending
1121,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Patna,2024-10-14,Resolved
1122,Aadhaar update not processed,Government Services,Low,Government Services,Kolkata,2024-10-13,Resolved
1123,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Kolkata,2025-06-13,Resolved
1124,No water supply for last two days,Water,Low,Water,Mumbai,2025-05-19,Pending
1125,Huge pothole near school entrance,Roads,Medium,Roads,Ranchi,2024-04-26,Pending
1126,Poor infrastructure in government school,Education,Medium,Education,Ranchi,2025-03-21,Pending
1127,No drinking water in school campus,Education,Medium,Education,Ranchi,2024-04-28,Pending
1128,Delay in issuing birth certificate,Government Services,Low,Government Services,Chennai,2024-09-27,Pending
1129,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Ranchi,2024-09-22,In Progress
1130,Vaccination not available in local clinic,Health,High,Health,Bangalore,2024-04-27,Resolved
1131,Road construction incomplete for months,Roads,Low,Roads,Ranchi,2024-01-19,In Progress
1132,Bus stop shelter damaged,Transport,Medium,Transport,Patna,2025-08-10,In Progress
1133,No doctor available in government hospital,Health,Medium,Health,Ranchi,2024-02-10,In Progress
1134,Overflowing dustbins in the area,Sanitation,High,Sanitation,Chennai,2025-01-29,Resolved
1135,Public hand pump not working,Water,High,Water,Bangalore,2024-11-02,Pending
1136,Bus stop shelter damaged,Transport,High,Transport,Kolkata,2024-08-07,Resolved
1137,Poor infrastructure in government school,Education,High,Education,Bangalore,2025-07-30,In Progress
1138,Bus stop shelter damaged,Transport,Low,Transport,Patna,2025-03-28,In Progress
1139,Drain blockage causing foul smell,Sanitation,High,Sanitation,Kolkata,2025-06-25,Pending
1140,Hospital hygiene very poor,Health,High,Health,Kolkata,2024-04-12,In Progress
1141,Road full of potholes causing accidents,Roads,High,Roads,Kolkata,2024-08-27,In Progress
1142,Low water pressure in the area,Water,Medium,Water,Mumbai,2024-06-03,Pending
1143,Water pipeline leakage near house,Water,High,Water,Ranchi,2024-12-16,In Progress
1144,Water logging due to bad road condition,Roads,Medium,Roads,Hyderabad,2025-01-20,In Progress
1145,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Ranchi,2024-03-12,In Progress
1146,No drinking water in school campus,Education,Medium,Education,Bangalore,2025-08-21,Pending
1147,Pension not credited this month,Government Services,Medium,Government Services,Delhi,2025-08-04,Resolved
1148,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Bangalore,2024-09-23,Pending
1149,Water logging due to bad road condition,Roads,Medium,Roads,Kolkata,2024-03-14,In Progress
1150,Bus stop shelter damaged,Transport,High,Transport,Mumbai,2024-05-12,In Progress
1151,Hospital hygiene very poor,Health,Medium,Health,Ranchi,2024-09-13,Resolved
1152,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Delhi,2024-06-05,In Progress
1153,Teacher not attending classes regularly,Education,Low,Education,Hyderabad,2024-01-13,In Progress
1154,Bus stop shelter damaged,Transport,Medium,Transport,Bangalore,2024-10-29,In Progress
1155,Poor infrastructure in government school,Education,Medium,Education,Ranchi,2024-01-19,Resolved
1156,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Mumbai,2024-03-20,In Progress
1157,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Delhi,2025-03-28,In Progress
